,reviewer_id,product_id,reviewer_name,helpful_vote,total_votes,review_text,rating,summary,unix_review_time,review_time
95533,A2RPC2P8CN1K6T,B00120238E,Lori Jean,0,0,This worked well in helping to get the stockings on but my husband has short legs and the device made the stockings go over the kneecap. Will have to keep working on adjustments for that. But it works as advertised.,5.0,Works,1355875200,"12 19, 2012"
40790,A2CQ2X9H9HY6W0,B000CD9XGC,"PrettyInPink ""PIP!""",4,6,"This stuff is a dream. Granted it does taste odd, (take it with some juice to chase down) but it works. That's pretty much what I care about. I don't need it to taste like candy or sugar. The most important thing is that it does it's job and boy does this company get it right. My skin is glowing and I fee wonderful. A must have for your supplement pyramid! I won't be buying other types of vitamin c anymore.",5.0,My new vitamin C company!,1330992000,"03 6, 2012"
14133,A1PB2DSZYNYMI4,B00016AGBQ,"John Richards ""John""",1,1,"This product made little or no difference in the odor produced by passed gas and solid wastes. I tried various dosages from two pills a day to four pills a day, no difference.  It did turn my stool an ugly green, which was somewhat disconcerting.  Note: I do have a liver condition which may be affecting how well this product normally works.Edit:  I am increasing my rating from two to three stars.  A few days after discontinuing this product I noticed a definite worsening of the odors.  So perhaps it was doing some good after all.  I will give it another try.2nd Edit: I made a startling discovery. After taking this product for a while (with only partial improvement), I was put on a 10 day oral course of antibiotics for treatment of diverticulitis. While on the antibiotics, the bad stool smell disappeared! I had discontinued the Chlorofresh several days before starting the antibiotics. After completing the antibiotics treatment, I took probiotics in order to repopulate the colon with 'good' bacteria.  A normal amount of stool odor has returned, but nothing like it was before the antibiotics.  I no longer use the Chlorofresh.",3.0,Turns your stool green!,1315612800,"09 10, 2011"
104536,A2H76V7TTCZ4KV,B0013V2U1C,Babs Brooklyn,32,35,"Love the Ped Egg. Just recently started using it. I bought the box of 3 replacement blades on Amazon. None of the blades fit my PedEgg -- they are too big and there is no way to even come up with a creative way to make them work.Additionaly, when I compared the replacment blade to the blade that cmae with my original pediegg, there were clear differnces. They just did not look the same. And the replacement blade was dull --- it did nothing when I manually ran it over my feet.I realized this too late to return to Amazon.  This vendor is selling counterfeit replacement blades.  AAARGH!",1.0,BEWARE: Replacement Blades Don't Fit!,1296345600,"01 30, 2011"
2231,ARAGORUBUH8XT,B000052YCG,Sandra Anderson,0,0,I use these pads all the time for my teeth.  They work great.  This is the only way I can tolerate my false teeth.  I have tried my other products but these work the best.,5.0,I love these things,1395964800,"03 28, 2014"
15384,A1O8B2WYDCPTIQ,B0001GOGQW,laurie,1,1,The government outlawed tsp in dishwasher detergents ...and so it goes... a constant battle to get clean dishes without washing them by hand.. using this works well or you can put white vinegar in a container in the center of the top shelf and that works well too and is good for the dishwasher because it removes soap scum.,4.0,works as it says,1397001600,"04 9, 2014"
235274,A26LD9FQHTM8ZH,B004TD23W2,OlyNomad,2,2,These did not work for me.  It did not want to stay in place during the night and I woke up with a bad headache both times I tried using them.  That was enough for me and I stopped using them.,2.0,Resulted in a headache,1360281600,"02 8, 2013"
22811,A3PT8IKBQXWT80,B0002I6PZE,"D. Herd ""thehumble1""",0,0,"Subscribe and Save these because you know they'll be eating 1/kid/day for 14 years so no reason to run out.  They are good, cheap and have actual vitamin levels instead of just 100% of USRDA like many others. The kids think they are candy though.",5.0,real food vitamins at a much lower cost,1389312000,"01 10, 2014"
5908,A2BXKRVRNSI4S0,B00006IV46,"Senior Sitizen ""Senior Sitizen""",0,1,"Purchased for my 90 year old father who has been nursing his old, reliable Remington for more than 30 years, and he was estatic upon opening the box.  Had just worn-out an aftermarket SP-62 acquired from somewhere in Canada that had a shorter foil - did not exend the full length of the cutters - that he had been using for several years.But this is new, old stock was received in great condition, and he was so thrilled that he called me (middle of the night here) when he received the box.",5.0,Absolutely Perfect,1395360000,"03 21, 2014"
152720,A1BZO68VCMI4KH,B001XURHNY,Amazon Customer,0,0,"It fits my Merkur Razor and my brush perfectly.  Seems just a tad wobbly, but not enough to be concerned about it tipping or falling over.",5.0,Its a stand.,1363737600,"03 20, 2013"
311668,AKHFY3VCNZL2W,B00C58EG6Y,Dan Huse,2,2,"My wife and I subscribe to this item on Amazon. It's a great value, but the boxes are just too cheaply made. Either that or they are overstuffed. It's tough to dispense the tissues without tearing them, especially in the beginning of a new box. It does get easier as the box gets emptier, but this still seems odd to me.  Still, not odd enough to make us change brands. It's only tissue.",3.0,"Boxes Thin & Over-Full, Tissues Prone to Tearing",1390348800,"01 22, 2014"
189478,AFGAPPCPO9QD0,B0037HP9OA,Nancy L.,0,0,Love this BodyGroomer.  Husband uses to manscape which really prevents skin irritation since he's a runner.  Highly recommend this product.,5.0,Works great!,1386633600,"12 10, 2013"
45755,A3NW47Y7NORFMG,B000F4Y02U,"Jonathan Elizondo ""Jl""",1,1,"I don't feel any difference when just taking these pills (note: large tablets, position the pill at the farthest back of your throat and have plenty of water handy ) When I workout, I noticed I can lift more weight faster and recover almost instantly. As strange as this may sound, these supplements do not make me sleepy but I think these help me sleep.",5.0,Helpful,1377216000,"08 23, 2013"
223182,A2VC48WIMY6L6E,B004DE54AA,"Bruce Murray On Travel ""Murray On Travel""",0,0,"Well, it is what it is.  I use these in my home smoke detectors and they last well over a year.",5.0,It is a Battery,1392768000,"02 19, 2014"
110029,A35HUT8MQMT21L,B0016J9RBW,Manny,3,3,"I am impressed by this item. This three wheel traveler walker is appropriately named. It folds easily and fits any size car. It could fit I think the smallest door because it could be partially folded and can still be used as a walker in a pinch. It has very useful and innovative built in accessories. a pouch-bag, a wire basket and a plastic tray on top of the basket. I give this item 5 STARS.",5.0,"portable, narrow footprint, very useful",1377561600,"08 27, 2013"
77224,A37QLYQHB1Q2IY,B000QR6XJ4,Jou,0,0,i would buy this freshener over and over again. it is just the right orange scent without being intoxicating. odors are gone quickly and works great to freshen your car's carpet/chair/interior,5.0,highly recommended,1389139200,"01 8, 2014"
147282,A5YBU9HNQ9TZ3,B001QY8QXM,Cody J.,0,0,"I'm a month in on these razors and I've very satisfied. They have lasted me one week apiece, and do a great job of providing a close, clean shave. 5/5, will buy again in two years when the box runs out.",5.0,Great,1371513600,"06 18, 2013"
108222,AH56ALH60CL15,B0015R3AAO,Matt,0,0,"I've been taking these for over a month now. I can feel a huge difference if I forget to take it in the morning! I feel more energy and clarity. I take one with breakfast, lunch, and dinner. I'm a fan!",5.0,Great product!,1386633600,"12 10, 2013"
117424,A2FSDQY5AI6TNX,B001AKWPJS,Meowgal,0,0,"I love the way this straps on my ankle, but am not fond of the fact it doesn't stay ICY COLD for more than about 15 minutes...then it is merely cool to the touch. Of course, one could have two of them going at all times, but it does take quite a while (2 hours minimum) to re-ice the wrap.",3.0,"Good, but...",1373587200,"07 12, 2013"
53431,A1DX9PS0UN7EHY,B000GFHPCU,"DNCB ""First Class Products""",4,6,"I do believe that this is a great contributor of the nice sleep I have been having since I started taking it. However, not sure about the stress and anxiety. It is not that I have had anxiety that was unbearable, but I havent seen that much of a difference, some but not much. I will continue to take it, if anything the relaxation that does allow me to go to sleep is worth it.Update: For some reason the sleep factor is not as much as I thought it would be, however it depends if I am faithfully taking it or not. When I do I believe it does help with sleep, but when I don't for about a day the sleep is back to erractic.Again no visible improvement for the anxiety nor there is any true relaxation, just helps with the deep sleep. That is pretty much it.",4.0,"Sweet Sleep, but not sure about the stress...",1296950400,"02 6, 2011"
